4.36,20.24
5.36,94.5
1.69,74.85
7.65,42.15
6.62,28.23
3.02,41.55
5.43,69.69
8.54,40.58
8.13,71.02
6.94,72.67
1.51,98.91
1.37,86.12
5.13,58.9
7.49,44.4
6.15,38.39
5.73,61.31
7.06,78.98
8.09,33.33
4.65,59.74
1.18,15.03
5.18,37.11
4.67,96.0
4.82,20.2
8.47,21.12
7.62,96.33
6.08,60.99
8.22,69.25
1.81,33.91
8.66,22.5
8.75,85.05
7.6,52.06
4.44,30.67
6.29,56.89
8.1,46.72
7.78,58.46
6.2,77.72
8.16,25.5
7.31,41.18
4.19,13.41
2.37,43.29
5.17,57.64
5.31,53.25
2.72,46.27
7.91,78.69
1.03,71.73
5.46,70.18
9.87,72.29
2.88,98.74
1.98,24.24
7.7,35.38
5.08,31.7
9.02,66.96
2.56,82.66
5.08,84.65
9.26,15.39
5.36,46.05
3.79,70.65
2.75,72.29
2.19,93.7
4.87,19.15
4.89,98.97
8.8,43.13
5.91,28.12
8.61,48.47
7.9,39.59
8.64,80.04
3.95,11.14
2.53,44.53
1.82,41.29
6.93,28.68
4.65,28.68
1.2,20.83
2.23,35.4
1.85,75.63
4.73,33.66
5.97,19.3
1.3,63.47
3.42,54.66
5.28,37.12
7.99,41.53
1.23,79.97
3.36,27.73
5.25,35.59
8.07,80.34
1.95,82.28
1.9,94.61
7.72,45.97
5.02,82.98
6.6,81.11
7.86,25.09
6.99,91.64
5.66,83.55
6.27,86.62
3.74,29.8
7.7,67.52
7.22,62.37
7.32,58.19
3.07,69.6
5.98,95.99
4.51,96.44
6.86,82.36
2.45,49.87
1.41,99.25
4.33,57.4
3.72,17.36
2.44,59.46
1.5,95.86
6.75,38.58
4.5,81.18
1.31,57.86
7.13,29.9
2.19,83.88
2.83,53.11
4.81,31.97
8.33,52.14
8.47,34.67
5.03,38.6
1.74,58.23
5.23,99.02
3.07,24.04
5.55,24.84
3.1,71.54
8.64,38.97
3.9,13.53
7.81,82.0
5.42,94.38
9.12,58.93
5.0,34.3
3.25,48.1
2.83,26.48
4.6,34.14
1.34,65.43
9.48,57.85
9.76,66.03
2.74,35.89
9.4,92.03
6.09,19.32
4.62,45.99
6.62,94.43
3.79,29.81
6.28,22.2
5.19,99.23
4.29,43.28
6.15,64.56
1.54,14.2
3.49,24.88
3.34,67.03
5.72,43.23
4.18,41.34
9.92,42.52
8.12,53.48
3.39,23.16
9.47,82.09
8.31,81.7
5.83,92.28
9.21,66.21
5.22,99.43
6.03,50.48
3.02,83.91
3.42,96.0
2.16,35.69
5.02,91.56
5.1,37.07
5.65,86.14
4.51,71.99
7.18,34.84
4.44,22.65
2.45,12.07
9.94,86.89
7.14,24.8
2.16,30.2
7.48,16.34
8.09,24.33
7.32,30.27
2.31,58.93
6.47,50.6
6.78,58.53
3.4,96.96
2.13,20.04
7.38,26.12
2.43,93.78
4.99,62.17
2.33,26.2
8.97,76.29
2.92,67.97
7.1,53.56
3.11,42.58
8.35,63.95
2.16,53.2
7.74,32.75
4.96,14.38
5.11,43.47
2.05,39.01
4.17,86.52
5.68,51.09
8.0,87.21
4.37,96.89
9.3,68.11
7.79,22.4
7.21,43.2
4.94,44.12
7.11,21.77
8.15,16.92
1.02,87.64
2.09,43.95
9.23,40.39
8.73,12.1
9.05,72.11
3.07,98.91
8.84,94.51
7.55,85.73
5.15,23.87
2.2,11.39
3.28,13.35
5.29,48.69
9.58,68.88
9.93,14.68
3.47,46.99
7.42,83.12
6.56,61.33
1.3,75.61
9.88,51.73
6.41,73.16
4.4,68.65
7.1,56.16
4.87,19.79
3.18,19.77
5.2,33.62
7.21,38.43
4.94,92.79
9.96,21.72
9.38,73.0
6.77,23.18
6.63,59.54
2.09,81.87
6.61,64.02
2.97,80.82
3.46,16.73
5.03,89.57
7.0,46.63
3.96,58.5
6.81,23.54
7.11,49.78
9.33,78.46
1.35,12.28
5.18,51.62
4.02,77.7
9.77,27.8
7.17,14.68
6.15,92.89
9.66,56.73
1.4,20.0
7.46,76.64
2.4,19.38
1.23,42.89
2.89,36.03
7.72,56.31
4.54,68.47
8.53,31.87
2.83,63.03
5.05,65.75
4.1,94.42
4.52,38.72
9.73,77.21
9.81,82.01
8.95,32.78
7.75,93.9
7.44,48.07
5.41,55.69
5.26,10.41
1.1,30.03
4.33,49.79
7.7,68.95
6.95,18.78
1.87,32.77
8.07,56.28
6.74,12.42
3.17,66.77
2.69,95.7
9.29,32.77
3.12,36.22
7.02,67.4
3.51,53.36
2.28,64.39
2.61,39.35
2.57,59.65
7.84,24.82
5.88,35.81
1.38,85.28
2.11,97.07
8.74,88.61
7.14,54.57
3.99,99.7
1.6,30.78
3.22,94.14
7.3,56.4
6.15,51.58
4.63,12.83
3.28,69.83
1.13,39.98
4.48,49.79
5.22,46.2
7.96,35.66
8.13,30.61
2.37,78.11
5.74,57.16
9.31,23.0
6.51,17.46
1.63,79.47
3.84,35.1
2.81,37.61
6.46,13.48
4.38,52.18
6.48,61.91
4.55,49.04
8.84,36.3
5.47,87.63
5.75,36.02
3.43,47.0
6.47,31.96
3.27,69.8
4.86,73.67
7.27,44.58
5.63,76.9
3.48,46.5
4.73,58.73
4.05,61.46
9.38,69.53
9.22,44.14
2.05,36.73
7.6,95.23
3.36,38.1
7.93,25.53
2.44,27.98
1.16,69.39
5.49,45.44
1.11,29.3
6.75,59.89
3.79,79.78
5.2,48.52
2.88,99.83
6.04,53.96
2.47,52.16
7.65,41.88
2.68,72.29
2.01,58.07
7.92,77.73
5.0,85.43
6.96,63.56
1.91,61.0
4.31,31.71
9.21,16.61
2.43,10.74
2.22,95.11
9.04,74.69
4.27,98.95
9.4,16.8
4.3,61.62
7.44,98.75
4.47,11.84
6.46,33.11
7.32,17.87
4.91,52.29
1.6,12.26
7.44,22.96
3.02,64.24
1.68,87.24
5.18,94.81
2.9,34.88
3.1,17.36
6.22,78.72
9.37,19.12
9.12,37.97
9.93,38.2
3.12,66.64
2.16,10.13
1.03,28.5
1.11,19.31
5.16,44.63
4.62,56.13
9.86,97.8
7.74,66.02
8.11,85.55
8.08,63.54
1.88,71.23
3.25,71.66
6.82,23.85
8.75,44.01
6.91,29.85
7.75,69.38
7.7,69.65
1.31,83.19
4.0,92.83
9.13,53.53
9.07,52.53
8.06,46.91
9.65,75.06
4.26,20.95
9.06,34.82
3.74,94.86
6.71,11.69
6.06,97.55
9.16,91.48
9.32,67.54
4.54,23.45
1.6,98.31
9.03,14.34
2.01,96.62
3.48,94.91
9.18,15.96
1.26,34.08
8.75,92.35
6.47,10.34
5.79,71.97
1.14,91.99
2.57,47.85
9.98,58.24
5.99,58.22
4.6,11.24
3.15,28.36
6.75,83.84
4.29,36.47
9.26,80.38
7.02,45.03
7.44,73.01
7.25,27.15
3.25,28.56
1.56,45.16
6.84,21.37
2.33,99.64
2.64,89.48
8.17,86.72
5.27,37.45
4.71,21.92
9.34,98.91
6.96,51.41
6.42,16.63
7.34,14.94
2.08,19.9
5.44,11.17
1.96,84.98
7.45,37.97
2.13,70.22
9.78,69.64
2.33,31.95
4.66,67.65
5.74,48.88
6.02,45.05
4.52,55.06
2.13,43.96
8.37,53.42
9.9,98.56
5.77,82.69
3.07,80.01
6.4,67.39
8.07,50.52
9.14,11.45
7.35,83.06
3.48,62.05
8.71,16.24
1.18,88.07
3.72,19.36
2.15,49.81
6.7,39.66
9.57,94.74
4.9,16.83
6.61,32.09
6.91,90.26
9.62,37.94
8.44,60.08
3.64,27.01
5.44,85.95
3.15,93.63
6.8,98.19
7.18,63.35
7.71,74.59
8.18,45.0
2.06,65.91
4.84,44.69
1.83,52.11
1.98,96.91
7.96,72.71
5.83,23.17
4.86,22.97
3.11,11.12
8.49,47.29
3.9,86.74
1.16,55.44
5.37,95.02
1.73,36.99
7.96,20.01
1.41,47.63
2.67,43.93
5.22,60.22
2.49,77.89
7.54,97.6
4.55,17.95
9.84,98.64
6.35,77.16
4.84,99.94
3.56,35.33
7.05,31.93
7.63,29.47
3.84,25.68
5.79,93.25
7.19,24.72
9.93,91.96
7.21,97.54
9.35,29.91
2.52,28.64
2.64,32.96
2.73,92.79
9.33,62.73
3.74,54.08
8.26,82.77
8.24,95.56
6.08,37.43
4.88,29.43
4.94,16.93
2.08,84.08
7.59,22.57
7.58,49.4
2.84,89.27
6.74,10.8
6.38,79.67
4.91,94.68
1.14,51.57
1.84,36.58
8.71,61.18
3.49,95.68
3.23,74.21
1.36,74.44
5.43,74.41
4.2,84.26
8.78,95.75
9.9,53.38
7.39,58.65
2.51,84.09
3.05,13.74
6.92,82.34
6.01,34.72
2.92,68.86
4.36,91.47
8.28,33.38
7.32,88.18
2.12,16.85
4.64,20.26
5.01,74.06
4.4,65.81
7.26,51.13
9.92,97.55
4.3,56.26
5.62,49.44
4.38,68.97
5.45,60.21
9.09,34.86
7.13,44.68
6.6,88.17
2.78,72.02
6.14,41.16
3.54,34.69
5.79,36.97
5.23,47.4
7.6,53.71
4.83,53.13
1.62,34.45
3.44,63.24
1.56,24.72
9.58,75.11
8.7,42.64
4.3,61.84
3.77,22.06
7.28,73.9
1.69,53.39
2.12,24.15
5.2,57.39
7.05,82.02
9.65,58.17
2.64,35.12
4.11,84.52
9.7,25.63
1.85,99.29
2.41,71.83
8.16,52.44
2.43,79.59
7.22,43.13
9.93,89.78
2.56,48.39
8.15,29.5
3.58,43.23
6.58,25.83
9.68,80.81
8.36,31.61
2.43,26.98
4.68,43.62
9.89,44.73
1.99,51.58
9.35,23.34
5.5,54.31
9.36,40.35
1.95,78.74
2.17,70.62
5.58,18.32
4.08,30.44
7.96,24.83
6.05,54.35
2.49,23.1
3.05,30.5
9.13,55.14
6.66,72.0
6.77,20.23
3.86,25.94
9.32,32.48
8.85,38.6
1.72,43.14
8.04,82.83
4.86,93.2
1.14,34.44
1.35,93.37
9.05,43.37
6.74,27.99
8.17,49.0
9.7,24.01
5.1,78.11
3.3,38.9
7.9,15.32
2.48,11.56
1.25,51.53
9.34,23.79
5.86,28.19
2.63,92.52
2.59,57.03
5.15,79.99
8.86,45.52
8.25,98.52
4.86,46.26
4.59,81.41
2.43,48.76
2.8,62.8
1.12,78.1
9.17,86.64
2.35,24.34
8.23,27.06
3.39,12.51
5.87,47.07
6.37,72.69
5.67,86.61
5.49,87.0
6.7,63.59
2.26,17.39
5.58,64.67
2.37,90.17
8.19,43.94
9.54,60.38
4.3,50.38
6.85,39.73
8.75,24.52
5.41,34.13
9.2,91.92
6.92,24.96
7.72,97.75
3.04,21.68
7.99,73.58
3.0,49.68
9.84,77.79
7.03,97.61
4.52,52.79
9.01,27.85
6.93,44.61
7.71,37.93
2.49,54.65
6.57,72.88
2.57,67.24
5.23,32.21
7.17,87.58
2.48,40.39
2.82,33.3
1.23,13.77
2.88,18.18
8.1,70.33
9.2,83.78
9.11,72.24
2.4,81.71
2.51,39.64
6.25,22.23
5.4,73.01
3.35,43.79
9.63,60.63
6.6,94.67
6.8,24.28
3.18,79.22
5.03,42.02
9.85,35.84
5.18,22.92
6.68,32.08
3.95,87.76
3.23,38.68
7.41,97.74
6.92,67.55
9.96,95.29
6.22,26.25
1.95,42.53
7.56,40.97
1.05,78.83
3.09,67.14
1.21,87.13
4.41,76.85
2.45,14.4
1.24,64.91
1.01,29.94
3.95,59.65
1.3,54.33
9.34,76.61
